symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
JPM,2019-04-04 00:00:00+00:00,105.56,105.73,104.45,104.55,11952078,92.1058896201,92.2542223336,91.1373642556,91.2246187929,11952078,0.8,1.0
JPM,2019-04-05 00:00:00+00:00,105.31,106.11,104.99,105.8,9933660,91.8877532768,92.5857895755,91.6085387573,92.3153005097,9933660,0.0,1.0
JPM,2019-04-08 00:00:00+00:00,105.65,105.65,104.91,105.11,8056282,92.1844187037,92.1844187037,91.5387351274,91.7132442021,8056282,0.0,1.0
JPM,2019-04-09 00:00:00+00:00,104.87,105.2,104.25,105.08,9092188,91.5038333124,91.7917732857,90.9628551809,91.6870678409,9092188,0.0,1.0
JPM,2019-04-10 00:00:00+00:00,105.34,105.72,104.47,105.13,10882304,91.913929638,92.2454968799,91.1548151631,91.7306951095,10882304,0.0,1.0
JPM,2019-04-11 00:00:00+00:00,106.23,106.73,105.56,105.71,11183845,92.6904950203,93.126767707,92.1058896201,92.2367714261,11183845,0.0,1.0
JPM,2019-04-12 00:00:00+00:00,111.21,111.85,108.88,109.44,25834073,97.03577098,97.594200019,95.0027402599,95.4913656691,25834073,0.0,1.0
JPM,2019-04-15 00:00:00+00:00,109.94,111.0,109.12,110.92,15163815,95.9276383558,96.8525364516,95.2121511496,96.7827328217,15163815,0.0,1.0
JPM,2019-04-16 00:00:00+00:00,111.1,111.39,109.86,109.9,11583232,96.939790989,97.1928291473,95.8578347259,95.8927365408,11583232,0.0,1.0
JPM,2019-04-17 00:00:00+00:00,114.3,114.66,111.01,111.7,17791890,99.731936184,100.0460525184,96.8612619054,97.463318213,17791890,0.0,1.0
JPM,2019-04-18 00:00:00+00:00,113.46,114.95,113.33,114.53,12501949,98.9989980703,100.2990906767,98.8855671717,99.9326216199,12501949,0.0,1.0
JPM,2019-04-22 00:00:00+00:00,113.6,113.93,112.66,112.83,7975860,99.1211544226,99.4090943958,98.3009617715,98.449294485,7975860,0.0,1.0
JPM,2019-04-23 00:00:00+00:00,113.74,114.37,112.85,113.0,9193318,99.2433107748,99.7930143601,98.4667453925,98.5976271985,9193318,0.0,1.0
JPM,2019-04-24 00:00:00+00:00,113.55,114.15,112.81,113.26,9245743,99.0775271539,99.601054378,98.4318435775,98.8244889956,9245743,0.0,1.0
JPM,2019-04-25 00:00:00+00:00,113.61,114.15,112.5,113.01,9311768,99.1298798763,99.601054378,98.1613545118,98.6063526522,9311768,0.0,1.0
JPM,2019-04-26 00:00:00+00:00,114.47,114.58,113.6,113.95,7889519,99.8802688975,99.9762488885,99.1211544226,99.4265453033,7889519,0.0,1.0
JPM,2019-04-29 00:00:00+00:00,116.12,117.16,114.45,114.6,14242237,101.3199687636,102.227415952,99.86281799,99.993699796,14242237,0.0,1.0
JPM,2019-04-30 00:00:00+00:00,116.05,116.72,115.26,116.43,11389147,101.2588905875,101.8434959877,100.5695797425,101.5904578294,11389147,0.0,1.0
JPM,2019-05-01 00:00:00+00:00,115.16,117.0,115.11,115.72,10412881,100.4823252051,102.0878086923,100.4386979365,100.9709506143,10412881,0.0,1.0
JPM,2019-05-02 00:00:00+00:00,115.41,115.78,114.58,115.17,8613305,100.7004615485,101.0233033367,99.9762488885,100.4910506589,8613305,0.0,1.0
JPM,2019-05-03 00:00:00+00:00,116.12,116.68,115.67,116.0,8185409,101.3199687636,101.8085941728,100.9273233456,101.2152633188,8185409,0.0,1.0
JPM,2019-05-06 00:00:00+00:00,115.09,115.47,113.72,114.18,9387010,100.421247029,100.7528142709,99.2258598674,99.6272307392,9387010,0.0,1.0
JPM,2019-05-07 00:00:00+00:00,113.21,114.03,112.29,114.03,15017725,98.7808617269,99.4963489331,97.9781199834,99.4963489331,15017725,0.0,1.0
JPM,2019-05-08 00:00:00+00:00,112.61,113.67,112.46,112.66,9576075,98.2573345029,99.1822325987,98.1264526968,98.3009617715,9576075,0.0,1.0
JPM,2019-05-09 00:00:00+00:00,112.52,112.74,110.58,111.14,12205866,98.1788054192,98.3707654014,96.4860673948,96.9746928039,12205866,0.0,1.0
JPM,2019-05-10 00:00:00+00:00,112.51,112.84,110.54,111.75,13189381,98.1700799655,98.4580199387,96.4511655798,97.5069454817,13189381,0.0,1.0
JPM,2019-05-13 00:00:00+00:00,109.45,110.45,108.98,110.08,13783652,95.5000911228,96.3726364962,95.0899947973,96.0497947081,13783652,0.0,1.0
JPM,2019-05-14 00:00:00+00:00,110.32,111.72,109.5,109.55,10503672,96.2592055977,97.4807691205,95.5437183915,95.5873456601,10503672,0.0,1.0
JPM,2019-05-15 00:00:00+00:00,109.9,110.9,108.61,109.21,10142048,95.8927365408,96.7652819143,94.7671530091,95.2906802332,10142048,0.0,1.0
JPM,2019-05-16 00:00:00+00:00,111.31,112.17,110.59,110.62,9672729,97.1230255174,97.8734145385,96.4947928485,96.5209692097,9672729,0.0,1.0
JPM,2019-05-17 00:00:00+00:00,110.77,111.75,109.83,110.0,9570477,96.6518510157,97.5069454817,95.8316583647,95.9799910782,9570477,0.0,1.0
JPM,2019-05-20 00:00:00+00:00,111.35,111.81,110.37,110.58,8518244,97.1579273323,97.5592982041,96.3028328664,96.4860673948,8518244,0.0,1.0
JPM,2019-05-21 00:00:00+00:00,111.73,111.92,111.22,111.44,7967976,97.4894945742,97.6552781952,97.0444964338,97.2364564159,7967976,0.0,1.0
JPM,2019-05-22 00:00:00+00:00,110.82,111.79,110.75,111.4,7918898,96.6954782844,97.5418472966,96.6344001083,97.201554601,7918898,0.0,1.0
JPM,2019-05-23 00:00:00+00:00,108.64,109.79,107.5,109.64,14557969,94.7933293703,95.7967565498,93.7986276446,95.6658747437,14557969,0.0,1.0
JPM,2019-05-24 00:00:00+00:00,109.71,109.96,109.19,109.52,8537252,95.7269529199,95.9450892632,95.2732293257,95.5611692989,8537252,0.0,1.0
JPM,2019-05-28 00:00:00+00:00,108.52,109.83,108.44,109.2,11665579,94.6886239255,95.8316583647,94.6188202956,95.2819547794,11665579,0.0,1.0
JPM,2019-05-29 00:00:00+00:00,108.22,108.4,107.06,107.45,9966365,94.4268603135,94.5839184807,93.4147076803,93.7550003759,9966365,0.0,1.0
JPM,2019-05-30 00:00:00+00:00,107.06,109.18,106.54,108.65,10367822,93.4147076803,95.264503872,92.9609840861,94.802054824,10367822,0.0,1.0
JPM,2019-05-31 00:00:00+00:00,105.96,106.59,104.84,105.56,10952857,92.4549077695,93.0046113548,91.4776569512,92.1058896201,10952857,0.0,1.0
JPM,2019-06-03 00:00:00+00:00,106.46,106.86,105.3,105.8,11680745,92.8911804562,93.2401986056,91.879027823,92.3153005097,11680745,0.0,1.0
JPM,2019-06-04 00:00:00+00:00,109.74,109.9,107.13,107.85,12858587,95.7531292811,95.8927365408,93.4757858564,94.1040185253,12858587,0.0,1.0
JPM,2019-06-05 00:00:00+00:00,110.13,110.38,108.64,109.86,8340484,96.0934219767,96.3115583201,94.7933293703,95.8578347259,8340484,0.0,1.0
JPM,2019-06-06 00:00:00+00:00,110.37,110.87,108.93,110.15,8726664,96.3028328664,96.7391055531,95.0463675286,96.1108728842,8726664,0.0,1.0
JPM,2019-06-07 00:00:00+00:00,109.16,110.02,108.96,109.7,10618932,95.2470529645,95.9974419857,95.0725438898,95.7182274662,10618932,0.0,1.0
JPM,2019-06-10 00:00:00+00:00,110.34,111.21,110.22,110.75,11380602,96.2766565052,97.03577098,96.1719510603,96.6344001083,11380602,0.0,1.0
JPM,2019-06-11 00:00:00+00:00,110.68,111.57,110.37,110.82,9847999,96.5733219321,97.3498873145,96.3028328664,96.6954782844,9847999,0.0,1.0
JPM,2019-06-12 00:00:00+00:00,109.27,110.9,108.89,110.7,9670511,95.3430329556,96.7652819143,95.0114657137,96.5907728396,9670511,0.0,1.0
JPM,2019-06-13 00:00:00+00:00,109.54,110.16,109.05,109.46,8406903,95.5786202064,96.1195983379,95.1510729734,95.5088165765,8406903,0.0,1.0
JPM,2019-06-14 00:00:00+00:00,109.82,110.3,108.63,109.57,9077685,95.822932911,96.2417546902,94.7846039166,95.6047965676,9077685,0.0,1.0
JPM,2019-06-17 00:00:00+00:00,109.22,110.37,109.06,109.7,8128583,95.2994056869,96.3028328664,95.1597984272,95.7182274662,8128583,0.0,1.0
JPM,2019-06-18 00:00:00+00:00,110.71,111.41,108.98,109.01,11057340,96.5994982933,97.2102800547,95.0899947973,95.1161711585,11057340,0.0,1.0
JPM,2019-06-19 00:00:00+00:00,109.91,111.59,109.695,110.82,13126542,95.9014619946,97.367338222,95.7138647393,96.6954782844,13126542,0.0,1.0
JPM,2019-06-20 00:00:00+00:00,110.19,111.085,109.0331,110.88,13638199,96.1457746991,96.9267028084,95.1363269566,96.7478310068,13638199,0.0,1.0
JPM,2019-06-21 00:00:00+00:00,109.44,111.67,109.09,110.19,27089546,95.4913656691,97.4371418518,95.1859747884,96.1457746991,27089546,0.0,1.0
JPM,2019-06-24 00:00:00+00:00,108.66,109.77,108.54,109.28,13039577,94.8107802778,95.7793056423,94.706074833,95.3517584093,13039577,0.0,1.0
JPM,2019-06-25 00:00:00+00:00,107.76,108.98,107.67,108.68,18660111,94.0254894417,95.0899947973,93.9469603581,94.8282311852,18660111,0.0,1.0
JPM,2019-06-26 00:00:00+00:00,108.48,109.31,108.16,108.3,10324609,94.6537221106,95.3779347705,94.3745075911,94.4966639433,10324609,0.0,1.0
JPM,2019-06-27 00:00:00+00:00,108.84,109.55,108.44,108.84,10906607,94.967838445,95.5873456601,94.6188202956,94.967838445,10906607,0.0,1.0
JPM,2019-06-28 00:00:00+00:00,111.8,112.43,110.9,111.04,21634683,97.5505727504,98.1002763356,96.7652819143,96.8874382666,21634683,0.0,1.0
JPM,2019-07-01 00:00:00+00:00,113.68,114.52,113.08,113.23,12762478,99.1909580524,99.9238961661,98.6674308284,98.7983126344,12762478,0.0,1.0
JPM,2019-07-02 00:00:00+00:00,113.8,114.2,113.22,113.51,10182625,99.2956634972,99.6446816466,98.7895871807,99.042625339,10182625,0.0,1.0
JPM,2019-07-03 00:00:00+00:00,112.82,113.87,112.26,113.34,6849443,99.13860533,100.0612744986,98.6465151068,99.5955462516,6849443,0.8,1.0
JPM,2019-07-05 00:00:00+00:00,113.49,114.27,112.92,113.51,7929536,99.7273561328,100.4127675152,99.2264785842,99.7449307837,7929536,0.0,1.0
JPM,2019-07-08 00:00:00+00:00,112.87,113.48,112.5,112.96,6917209,99.1825419571,99.7185688074,98.8574109168,99.2616278858,6917209,0.0,1.0
JPM,2019-07-09 00:00:00+00:00,113.35,113.49,112.15,112.28,8947322,99.604333577,99.7273561328,98.5498545272,98.6640897576,8947322,0.0,1.0
JPM,2019-07-10 00:00:00+00:00,113.02,113.83,112.74,113.37,9242253,99.3143518383,100.0261251969,99.0683067267,99.6219082278,9242253,0.0,1.0
JPM,2019-07-11 00:00:00+00:00,114.1,114.36,113.12,113.37,11595170,100.2633829831,100.4918534439,99.4022250925,99.6219082278,11595170,0.0,1.0
JPM,2019-07-12 00:00:00+00:00,115.3,115.35,113.93,114.13,10783395,101.3178620329,101.36179866,100.1139984511,100.2897449594,10783395,0.0,1.0
JPM,2019-07-15 00:00:00+00:00,113.9,115.57,113.53,115.54,12946597,100.0876364748,101.5551198191,99.7625054345,101.5287578429,12946597,0.0,1.0
JPM,2019-07-16 00:00:00+00:00,115.12,115.5,112.92,113.48,16944998,101.1596901754,101.4936085412,99.2264785842,99.7185688074,16944998,0.0,1.0
JPM,2019-07-17 00:00:00+00:00,113.99,114.94,113.73,114.43,13120924,100.1667224036,101.001518318,99.9382519428,100.5533647218,13120924,0.0,1.0
JPM,2019-07-18 00:00:00+00:00,114.67,115.07,113.55,113.93,9400654,100.7642605318,101.1157535484,99.7800800853,100.1139984511,9400654,0.0,1.0
JPM,2019-07-19 00:00:00+00:00,113.54,115.12,113.4,114.89,10402772,99.7712927599,101.1596901754,99.6482702041,100.9575816909,10402772,0.0,1.0
JPM,2019-07-22 00:00:00+00:00,114.27,114.45,112.77,112.91,9061487,100.4127675152,100.5709393726,99.094668703,99.2176912588,9061487,0.0,1.0
JPM,2019-07-23 00:00:00+00:00,116.36,116.45,114.82,114.88,12752167,102.2493185269,102.3284044556,100.896070413,100.9487943655,12752167,0.0,1.0
JPM,2019-07-24 00:00:00+00:00,116.83,116.88,115.52,115.58,10011034,102.6623228214,102.7062594484,101.511183192,101.5639071445,10011034,0.0,1.0
JPM,2019-07-25 00:00:00+00:00,115.71,117.24,115.32,116.89,10138368,101.6781423749,103.0226031634,101.3354366837,102.7150467739,10138368,0.0,1.0
JPM,2019-07-26 00:00:00+00:00,116.22,116.51,115.53,115.77,12800364,102.1262959711,102.3811284081,101.5199705174,101.7308663274,12800364,0.0,1.0
JPM,2019-07-29 00:00:00+00:00,115.85,117.18,115.79,116.46,8500370,101.8011649307,102.9698792109,101.7484409782,102.337191781,8500370,0.0,1.0
JPM,2019-07-30 00:00:00+00:00,115.59,116.08,114.76,115.19,7121146,101.5726944699,102.0032734153,100.8433464605,101.2212014533,7121146,0.0,1.0
JPM,2019-07-31 00:00:00+00:00,116.0,116.18,114.86,116.1,13647968,101.9329748119,102.0911466694,100.9312197147,102.0208480661,13647968,0.0,1.0
JPM,2019-08-01 00:00:00+00:00,112.94,116.8,112.6,115.33,15664530,99.244053235,102.6359608451,98.9452841709,101.3442240091,15664530,0.0,1.0
JPM,2019-08-02 00:00:00+00:00,112.93,113.43,111.4,112.4,11025527,99.2352659096,99.6746321803,97.8908051211,98.7695376626,11025527,0.0,1.0
JPM,2019-08-05 00:00:00+00:00,109.57,110.98,108.27,110.79,15855328,96.2827245702,97.5217374537,95.1403722663,97.3547782708,15855328,0.0,1.0
JPM,2019-08-06 00:00:00+00:00,110.43,110.5,108.34,110.05,10203487,97.0384345559,97.0999458338,95.2018835442,96.7045161901,10203487,0.0,1.0
JPM,2019-08-07 00:00:00+00:00,108.03,108.28,105.94,108.0,17320865,94.9294764563,95.1491595917,93.0929254446,94.9031144801,17320865,0.0,1.0
JPM,2019-08-08 00:00:00+00:00,109.86,110.08,108.72,109.05,10903331,96.5375570072,96.7308781664,95.53580191,95.8257836486,10903331,0.0,1.0
JPM,2019-08-09 00:00:00+00:00,109.74,110.45,108.29,109.35,9980834,96.4321091023,97.0560092067,95.1579469171,96.0894034111,9980834,0.0,1.0
JPM,2019-08-12 00:00:00+00:00,107.68,108.5146,107.21,108.44,9266348,94.6219200668,95.3553102459,94.2089157723,95.2897567983,9266348,0.0,1.0
JPM,2019-08-13 00:00:00+00:00,109.34,110.33,107.03,107.95,12236560,96.0806160857,96.9505613017,94.0507439148,94.859177853,12236560,0.0,1.0
JPM,2019-08-14 00:00:00+00:00,104.8,106.91,104.45,106.3,19491849,92.0911703473,93.9452960099,91.7836139578,93.4092691596,19491849,0.0,1.0
JPM,2019-08-15 00:00:00+00:00,105.2,106.38,104.34,104.82,13365567,92.4426633639,93.4795677629,91.6869533783,92.1087449982,13365567,0.0,1.0
JPM,2019-08-16 00:00:00+00:00,107.72,107.98,105.87,106.37,11830550,94.6570693685,94.8855398293,93.0314141667,93.4707804375,11830550,0.0,1.0
JPM,2019-08-19 00:00:00+00:00,108.69,109.75,108.42,109.63,8265570,95.5094399337,96.4408964277,95.2721821475,96.3354485227,8265570,0.0,1.0
JPM,2019-08-20 00:00:00+00:00,107.31,108.44,107.24,107.85,8376105,94.2967890265,95.2897567983,94.2352777486,94.7713045989,8376105,0.0,1.0
JPM,2019-08-21 00:00:00+00:00,107.61,108.43,107.45,108.21,8189648,94.5604087889,95.2809694729,94.4198115823,95.0876483138,8189648,0.0,1.0
JPM,2019-08-22 00:00:00+00:00,108.72,109.27,107.93,108.37,9343395,95.53580191,96.0191048078,94.8416032022,95.2282455204,9343395,0.0,1.0
JPM,2019-08-23 00:00:00+00:00,106.02,108.78,105.11,108.0,14764096,93.163224048,95.5885258624,92.3635774352,94.9031144801,14764096,0.0,1.0
JPM,2019-08-26 00:00:00+00:00,106.87,106.99,106.01,106.62,8211955,93.9101467082,94.0155946132,93.1544367225,93.6904635728,8211955,0.0,1.0
JPM,2019-08-27 00:00:00+00:00,105.74,107.56,104.84,107.35,14335951,92.9171789363,94.5164721618,92.126319649,94.3319383281,14335951,0.0,1.0
JPM,2019-08-28 00:00:00+00:00,106.8,107.21,105.04,105.08,10584137,93.8486354303,94.2089157723,92.3020661573,92.337215459,10584137,0.0,1.0
